ngram,company,value
alexaechocomputer_whats,Sandstone Fabric ,2
alexas_knowledge,Charcoal Fabric ,2
alexas_response,Black  Show,1
alexas_sister,Black,1
alexas_voice,Black,1
alexathis_whole,White  Show,1
alexas_kind,Black,1
alexas_several,Black  Show,1
alexi_saying,White  Dot,2
alexi_smart,White  Dot,2
alexia_bedroom,Black  Dot,2
alexia_built,Black  Dot,2
alexia_device,Black  Plus,1
alexia_doesnt,Configuration: Fire TV Stick,1
alexia_music,Charcoal Fabric ,2
alexia_responds,White  Spot,1
alexia_usde,Charcoal Fabric ,2
alexis_doe,Configuration: Fire TV Stick,1
algo_í,Black  Show,1
alive_must,Black,1
alleviate_sound,White  Spot,1
alli_say,Black  Dot,2
allinone_alarm,Black  Spot,1
allinone_connection,Black  Spot,1
alloverall_great,Black  Spot,1
allow_access,Black  Show,1
allow_alarm,Black  Spot,1
allow_alexa,Charcoal Fabric ,2
allow_customization,Black  Show,1
allow_drop,Black  Spot,1
allow_full,Black  Plus,1
allow_minute,Black  Spot,1
allow_said,Black  Dot,2
allow_video,Black  Spot,1
allowed_u,Configuration: Fire TV Stick,1
allowing_get,White  Plus,1
allows_enough,Configuration: Fire TV Stick,1
allows_option,Black  Show,1
allows_play,Charcoal Fabric ,2
allows_tivo,Black  Plus,1
allrecipes_cook,Black  Show,1
almost_anything,Configuration: Fire TV Stick,1
almost_anything,White  Spot,1
almost_deaf,Sandstone Fabric ,2
almost_documentationinstructions,White  Plus,1
almost_doe,Configuration: Fire TV Stick,1
almost_every,Black,1
almost_everything,White  Dot,2
almost_everytime,Black  Dot,2
almost_flawless,Configuration: Fire TV Stick,1
almost_good,Charcoal Fabric ,2
almost_half,Black  Dot,2
almost_human,Black  Dot,2
almost_like,Black,1
almost_like,Black  Dot,2
almost_like,Sandstone Fabric ,2
almost_ready,Black  Dot,2
almost_screaming,Black,1
almost_swell,White  Spot,1
almost_useless,Configuration: Fire TV Stick,1
almost_whisper,Black  Plus,1
alone_best,White  Dot,2
alone_device,Black  Dot,2
alone_found,White  Plus,1
alone_hub,Black  Plus,1
alone_least,Black  Dot,2
alone_need,White  Plus,1
alone_plan,Charcoal Fabric ,2
alone_tech,White  Plus,1
alone_us,White  Plus,1
alone_volume,Black  Dot,2
alone_worth,Black  Show,1
alone_would,Black  Plus,1
along_accessory,Black  Plus,1
along_added,Black  Spot,1
along_alexa,Black  Plus,1
along_approximately,White  Plus,1
along_description,Black  Plus,1
along_echo,Charcoal Fabric ,2
along_echo,White  Dot,2
along_extra,Black  Plus,1
along_favorite,Black  Spot,1
along_hotel,Black  Dot,2
along_line,Configuration: Fire TV Stick,1
along_many,Black  Spot,1
along_show,Black  Show,1
along_side,Black  Plus,1
along_sound,White  Spot,1
along_therefore,Black  Show,1
along_without,Black  Dot,2
alongside_super,Black  Show,1
alot_connected,White  Dot,2
alots_something,Configuration: Fire TV Stick,1
aloud_typed,Black  Spot,1
alread_echo,Black  Plus,1
already_alexa,Charcoal Fabric ,2
already_bought,Configuration: Fire TV Stick,1
already_bought,White  Plus,1
already_cannot,Black  Plus,1
already_echo,Black,1
already_echo,Black  Plus,2
already_echo,Charcoal Fabric ,2
already_figured,Black  Spot,1
already_firestick,Configuration: Fire TV Stick,1
already_found,White  Plus,1
already_giving,Black,1
already_issuesfirst,Black  Show,1
already_large,White  Spot,1
already_looking,Black  Spot,1
already_occasionally,White  Spot,1
already_owning,White,1
already_pointed,Black  Plus,1
already_purchased,Black  Show,1
already_quite,Configuration: Fire TV Stick,1
already_regular,Black  Dot,2
already_returned,Black,1
already_set,Black  Plus,1
already_setup,Black  Spot,1
already_show,Black  Show,1
already_show,White  Spot,1
already_since,Black  Plus,1
already_spent,Black  Spot,1
already_taken,Black,1
already_use,Black  Dot,2
already_use,Black  Plus,1
already_used,Black  Spot,1
already_went,White,1
also_able,Black  Plus,1
also_able,Black  Show,1
also_add,Heather Gray Fabric ,2
also_alarm,Black  Dot,2
also_alexa,Heather Gray Fabric ,2
also_always,Black  Show,1
also_amusing,Black,1
also_believe,Black,1
also_best,Charcoal Fabric ,2
also_better,Black  Show,1
also_black,White,1
also_bought,Black,1
also_bought,Black  Plus,3
also_bought,Black  Spot,1
also_bought,White  Spot,1
also_cannot,Black  Plus,1
also_cant,White  Show,1
also_cbs,Configuration: Fire TV Stick,1
also_chose,Black  Spot,1
also_common,Black  Plus,1
also_connect,Charcoal Fabric ,2
also_connected,White  Plus,1
also_connects,Black  Show,1
also_desk,Black  Plus,1
also_didnt,White  Plus,1
also_difficult,Black  Dot,2
also_dim,Black  Plus,1
also_doe,Black  Plus,1
also_doe,Black  Spot,1
also_dot,Black  Plus,1
also_drop,Black  Show,1
also_easy,Charcoal Fabric ,2
also_echo,Black  Plus,2
also_echo,Black  Show,2
also_echo,Walnut Finish ,2
also_enjoy,Configuration: Fire TV Stick,1
also_find,White  Show,1
also_get,Black,1
also_get,Black  Dot,2
also_get,Black  Show,1
also_give,Charcoal Fabric ,2
also_good,Charcoal Fabric ,2
also_good,White  Dot,2
also_great,Black  Plus,1
also_great,Black  Show,1
also_great,Charcoal Fabric ,2
also_ha,Black  Dot,2
also_ha,Black  Show,2
also_ha,White  Plus,1
also_handle,Black  Plus,1
also_huge,Black  Spot,1
also_intercom,White,1
also_involves,White  Spot,1
also_isnt,White  Spot,1
also_its,Black  Spot,1
also_kinda,Black  Spot,1
also_like,Black  Dot,2
also_like,Black  Plus,4
also_like,Black  Show,1
also_like,Black  Spot,2
also_like,Charcoal Fabric ,2
also_like,White  Show,1
also_little,Black  Show,1
also_love,Black  Spot,1
also_love,Configuration: Fire TV Stick,1
also_love,White  Show,1
also_many,Black  Dot,2
also_missing,Black  Plus,1
also_movie,Black  Show,1
also_named,Black  Dot,2
also_nearly,Black  Show,1
also_need,Black  Dot,2
also_need,Charcoal Fabric ,2
also_never,White  Plus,1
also_original,White  Show,1
also_otherwise,White  Dot,2
also_plan,White,1
also_poor,Black  Plus,1
also_problem,Black  Plus,1
also_problem,Black  Show,1
also_purchased,Charcoal Fabric ,2
also_quite,Black  Spot,1
also_really,Black  Spot,1
also_reason,White  Dot,2
also_reminds,Black  Spot,1
also_rotate,Black  Spot,1
also_say,Black  Show,1
also_seems,Black  Plus,1
also_setup,Charcoal Fabric ,2
also_shut,Configuration: Fire TV Stick,1
also_sing,Black  Spot,1
also_slow,Configuration: Fire TV Stick,1
also_sound,Black  Plus,1
also_sound,White  Spot,1
also_speaker,Black  Dot,2
also_speaker,White  Show,1
also_surprisingly,Black  Spot,1
also_take,Black  Dot,2
also_tech,Black  Plus,1
also_tell,Black  Plus,1
also_tell,Black  Show,1
also_think,Black  Dot,2
also_think,Charcoal Fabric ,2
also_thought,Black  Show,1
also_time,Black  Show,1
also_turned,Black  Plus,1
also_use,Black,1
also_use,Black  Plus,1
also_use,Black  Show,2
also_use,Black  Spot,1
also_use,Configuration: Fire TV Stick,2
also_use,White,1
also_use,White  Dot,2
also_used,Black  Plus,1
also_voice,Configuration: Fire TV Stick,1
also_wasnt,Black  Plus,1
also_wish,Charcoal Fabric ,2
also_wished,Configuration: Fire TV Stick,1
also_work,Black  Plus,1
also_work,Black  Spot,1
also_would,Black  Show,1
also_writes,Black  Show,1
altering_way,Black  Spot,1
alternative_audible,White  Spot,1
alternative_clean,Black  Spot,1
alternative_option,Configuration: Fire TV Stick,1
although_alexa,Black  Dot,2
although_clearalexa,Black  Spot,1
although_deactivate,Black  Spot,1
although_dont,Configuration: Fire TV Stick,1
although_echo,White  Plus,1
although_havent,Black  Plus,1
although_havent,Black  Show,1
although_probably,Configuration: Fire TV Stick,1
although_probably,White  Dot,2
although_say,Black  Plus,1
although_second,White  Plus,1
although_use,Black  Dot,2
although_would,Black  Show,1
always_connect,Black  Plus,1
always_doesnt,Black  Spot,1
always_easy,Black  Dot,2
always_ha,Black  Show,1
always_helpful,Black  Spot,1
always_intuitive,Heather Gray Fabric ,2
always_learning,Black  Dot,2
always_learning,Black  Plus,1
always_listen,Heather Gray Fabric ,2
always_listening,White  Dot,2
always_load,Black  Plus,1
always_looking,White  Plus,1
always_loved,Black  Plus,1
always_mic,Black  Plus,1
always_mute,Black  Plus,1
always_nice,Configuration: Fire TV Stick,1
always_nice,White,1
always_perfectly,White  Spot,1
always_picking,White  Plus,1
always_reminding,Black  Plus,1
always_respond,Black,1
always_respond,Black  Show,1
always_say,White,1
always_thank,Black  Spot,1
always_trust,White,1
always_unless,Black  Show,1
always_use,White  Plus,1
always_wanted,White  Show,1
always_work,Black,1
always_drop,Black  Spot,1
amaonmazing_way,Black  Spot,1
amaze_wake,White  Spot,1
amazed_alarm,Black  Dot,2
amazed_different,Charcoal Fabric ,2
amazed_great,Charcoal Fabric ,2
amazed_many,Configuration: Fire TV Stick,1
amazed_speaker,Charcoal Fabric ,2
amazin_video,Configuration: Fire TV Stick,1
amazing_able,White  Dot,2
amazing_amazing,Configuration: Fire TV Stick,1
amazing_awsome,White  Spot,1
amazing_best,Black  Spot,1
amazing_bought,Configuration: Fire TV Stick,1
amazing_clear,Charcoal Fabric ,2
amazing_compared,Black  Show,1
amazing_cool,Charcoal Fabric ,2
amazing_device,Black  Dot,2
amazing_device,Charcoal Fabric ,2
amazing_device,Configuration: Fire TV Stick,2
amazing_device,White  Show,1
amazing_easy,Configuration: Fire TV Stick,1
amazing_echo,Black  Spot,1
amazing_entertainment,Configuration: Fire TV Stick,1
amazing_far,Black  Spot,1
amazing_fill,White  Show,1
amazing_four,Charcoal Fabric ,2
amazing_great,Black  Dot,2
amazing_great,Charcoal Fabric ,2
amazing_ha,Black  Dot,2
amazing_happy,Black,1
amazing_hear,Black  Plus,1
amazing_job,Charcoal Fabric ,2
amazing_love,Black,1
amazing_love,Black  Plus,1
amazing_love,Black  Show,1
amazing_love,Configuration: Fire TV Stick,1
amazing_love,White,1
amazing_many,Heather Gray Fabric ,2
amazing_mostly,Black  Plus,1
amazing_must,Charcoal Fabric ,2
amazing_new,Configuration: Fire TV Stick,1
amazing_paroduct,Charcoal Fabric ,2
amazing_perfect,White  Spot,1
amazing_play,White  Spot,1
amazing_product,Black  Dot,2
amazing_product,Black  Plus,1
amazing_product,Charcoal Fabric ,2
amazing_product,Sandstone Fabric ,2
amazing_purchased,Black  Dot,2
amazing_quick,Black  Show,1
amazing_screen,Black  Show,1
amazing_show,White  Show,1
amazing_simple,White  Plus,1
amazing_size,Black  Spot,1
amazing_sound,Black  Plus,1
amazing_sound,White,1
amazing_unfortunately,Black  Show,1
amazing_useful,Black  Dot,2
amazing_wife,Black  Show,1
amazing_would,Black  Dot,2
amazing_yes,Configuration: Fire TV Stick,1
amazingly_bought,Black,1
amazingly_fast,Black,1
amazingly_fun,Black,1
amazingly_well,Black,1
amazon_account,Black  Plus,1
amazon_adding,Black  Show,1
amazon_alexa,Black  Plus,1
amazon_alexa,Black  Spot,1
amazon_alexa,White  Plus,2
amazon_alexa,White  Spot,1
amazon_allows,Black  Show,1
amazon_always,White,1
amazon_app,Black,1
amazon_app,Black  Plus,1
amazon_apple,Black,1
amazon_asked,Black  Show,1
amazon_audible,Black  Dot,2
amazon_believe,Black,1
amazon_blueprint,White  Plus,1
amazon_buy,White,1
amazon_called,White,1
amazon_cam,Black  Spot,1
amazon_change,White  Show,1
amazon_charge,Charcoal Fabric ,2
amazon_chose,Black  Spot,1
amazon_cloud,Black  Show,1
amazon_contacted,White,1
amazon_content,Configuration: Fire TV Stick,1
amazon_could,Black  Show,1
amazon_could,White  Spot,1
amazon_customer,Black,1
amazon_customer,Black  Dot,2
amazon_customer,Configuration: Fire TV Stick,1
amazon_day,Configuration: Fire TV Stick,1
amazon_device,Black  Dot,2
amazon_device,Black  Spot,1
amazon_device,White  Plus,1
amazon_device,White  Spot,2
amazon_didnt,White  Show,1
amazon_doesnt,White,1
amazon_easy,Black  Show,1
amazon_echo,Black,2
amazon_echo,Black  Plus,3
amazon_echo,Black  Show,1
amazon_echo,Black  Spot,3
amazon_echo,Charcoal Fabric ,4
amazon_echo,White  Plus,1
amazon_echoand,Black  Show,1
amazon_echoesi,Black  Spot,1
amazon_enables,White,1
amazon_etc,Configuration: Fire TV Stick,1
amazon_ethernet,Configuration: Fire TV Stick,1
amazon_exactly,Black  Spot,1
amazon_fail,White  Spot,1
amazon_fan,White  Spot,1
amazon_fanlove,Black,1
amazon_far,Black  Show,1
amazon_find,Black  Spot,1
amazon_find,Charcoal Fabric ,2
amazon_fire,Black,2
amazon_fire,Configuration: Fire TV Stick,5
amazon_first,Configuration: Fire TV Stick,1
amazon_fix,White  Spot,1
amazon_force,White  Show,1
amazon_gave,Black  Dot,2
amazon_get,Black  Plus,1
amazon_get,Black  Spot,1
amazon_got,White  Plus,1
amazon_guarantee,Black,1
amazon_guy,Black  Show,1
amazon_ha,Black,1
amazon_ha,Black  Dot,2
amazon_ha,Black  Spot,1
amazon_ha,Charcoal Fabric ,2
amazon_ha,White  Spot,1
amazon_hasnt,Black  Spot,1
amazon_helper,Black  Spot,1
amazon_hit,Black  Spot,1
amazon_ignoring,Black  Spot,1
amazon_iheart,Black  Dot,2
amazon_improving,White  Plus,1
amazon_included,Black  Plus,1
amazon_including,White  Show,1
amazon_keep,White  Show,1
amazon_learning,Black  Plus,1
amazon_likely,Black  Spot,1
amazon_literate,Black  Plus,1
amazon_love,Black,1
amazon_lover,White  Spot,1
amazon_make,Black  Plus,1
amazon_make,Configuration: Fire TV Stick,1
amazon_mirroring,Configuration: Fire TV Stick,1
amazon_music,Black  Dot,6
amazon_music,Black  Plus,5
amazon_music,Black  Show,2
amazon_music,Black  Spot,1
amazon_music,Charcoal Fabric ,4
amazon_music,Heather Gray Fabric ,4
amazon_music,Sandstone Fabric ,2
amazon_music,White  Dot,2
amazon_music,White  Plus,2
amazon_music,White  Spot,1
amazon_need,Black  Show,1
amazon_need,White  Spot,1
amazon_netflix,Configuration: Fire TV Stick,1
amazon_network,Configuration: Fire TV Stick,1
amazon_order,Black  Spot,1
amazon_packing,Black  Spot,1
amazon_pandora,White,1
amazon_people,Black  Spot,1
amazon_pet,White  Plus,1
amazon_please,Black  Spot,1
amazon_please,White  Show,1
amazon_prime,Black  Dot,4
amazon_prime,Black  Plus,4
amazon_prime,Black  Show,3
amazon_prime,Black  Spot,3
amazon_prime,Charcoal Fabric ,2
amazon_prime,Configuration: Fire TV Stick,8
amazon_prime,Heather Gray Fabric ,2
amazon_prime,White  Dot,2
amazon_prime,White  Plus,2
amazon_prime,White  Spot,1
amazon_probably,Black  Dot,2
amazon_product,Black,2
amazon_product,Black  Plus,1
amazon_product,Configuration: Fire TV Stick,1
amazon_product,White  Spot,1
amazon_productsand,Black,1
amazon_providing,Black  Show,1
amazon_purchase,Black,1
amazon_purchasesi,White  Plus,1
amazon_refurbished,Black,1
amazon_said,Black  Plus,1
amazon_save,White  Plus,1
amazon_send,White,1
amazon_sending,Black  Plus,1
amazon_sent,Configuration: Fire TV Stick,1
amazon_servicescant,Charcoal Fabric ,2
amazon_software,Black  Plus,1
amazon_sonos,Black  Show,1
amazon_speaker,Black  Plus,1
amazon_spending,White  Plus,1
amazon_spotify,Charcoal Fabric ,2
amazon_state,White,1
amazon_stick,Configuration: Fire TV Stick,1
amazon_support,Black  Plus,1
amazon_take,Black  Dot,2
amazon_technician,Black  Plus,1
amazon_technology,Black,1
amazon_thing,Black,1
amazon_told,Black  Show,1
amazon_use,Configuration: Fire TV Stick,1
amazon_vast,Black  Show,1
amazon_video,Black  Show,1
amazon_web,Black  Dot,2
amazon_weekend,Configuration: Fire TV Stick,1
amazon_working,White  Spot,1
amazon_would,Black,2
amazon_would,Black  Show,1
amazon_would,Black  Spot,1
amazon_would,Charcoal Fabric ,2
amazon_would,White,1
amazon_would,White  Spot,1
amazonalexa_defaultkaren,Black  Plus,1
amazonia_asking,Black  Spot,1
amazonmark_ready,Black  Plus,1
amazons\u200b_part,Black  Spot,1
amazont_fault,Black  Plus,1
amazonzigbee_ecosystem,White  Plus,1
ambient_light,Black  Spot,1
ambient_look,Black  Spot,1
american_british,Black  Dot,2
american_whose,Black,1
among_spotify,Sandstone Fabric ,2
amount_apps,Configuration: Fire TV Stick,1
amount_luckily,Configuration: Fire TV Stick,1
amount_untapped,Black  Show,1
amozon_prime,Charcoal Fabric ,2
amplifier_driving,Black  Plus,1
amused_longer,Black  Spot,1
amusing_alexa,Black,1
analog_clock,Black  Spot,1
analog_mimic,Black  Show,1
android_phone,Black  Plus,1
android_would,Charcoal Fabric ,2
ands_buts,Black  Dot,2
angle_best,Black  Spot,1
angle_great,Black  Spot,1
annoying_amazon,White  Spot,1
annoying_color,White  Dot,2
annoying_everything,Sandstone Fabric ,2
annoying_exception,Black  Spot,1
annoying_hub,Black  Plus,1
annoying_limitation,Black,1
annoying_look,Black  Spot,1
annoying_setting,White  Spot,1
annoying_stuff,Black  Spot,1
annoying_stupid,White  Spot,1
annoying_tip,White  Spot,1
annoying_unit,Configuration: Fire TV Stick,1
annoying_way,Black  Show,1
annoying_would,Black  Spot,1
another_adapter,White  Plus,1
another_ai,White  Plus,1
another_alexa,Black,1
another_alexa,Black  Dot,2
another_another,White  Plus,1
another_apartment,Charcoal Fabric ,2
another_bluetooth,Heather Gray Fabric ,2
another_box,Configuration: Fire TV Stick,1
another_bulb,Black  Plus,1
another_cable,Configuration: Fire TV Stick,1
another_came,White  Plus,1
another_cart,Black  Show,1
another_cent,Charcoal Fabric ,2
another_device,Black  Dot,2
another_device,Black  Plus,1
another_dot,White  Dot,2
another_echo,Black  Spot,2
another_exho,Heather Gray Fabric ,2
another_feature,Charcoal Fabric ,2
another_full,Black  Spot,1
another_fun,Black  Plus,1
another_home,Black  Show,1
another_hub,Black  Plus,1
another_hub,White  Plus,1
another_kid,Black  Show,1
another_month,White  Show,1
another_one,Black,3
another_one,Black  Dot,6
another_one,Black  Plus,1
another_one,Black  Show,1
another_one,Black  Spot,3
another_one,Charcoal Fabric ,2
another_part,White  Spot,1
another_person,White  Plus,1
another_portion,Black,1
another_product,White  Spot,1
another_refurb,Black,1
another_refurbished,Black,1
another_regular,Black  Dot,2
another_right,Black,1
another_room,Black  Dot,4
another_room,Black  Spot,1
another_room,Charcoal Fabric ,2
another_room,Configuration: Fire TV Stick,1
another_room,Sandstone Fabric ,2
another_speaker,Black,1
another_speaker,Black  Dot,2
another_spot,Black,1
another_spot,White  Spot,1
another_state,Black  Show,1
another_tv,Configuration: Fire TV Stick,1
answer_accurately,Charcoal Fabric ,2
answer_admit,White  Plus,1
answer_alexaechocomputer,Sandstone Fabric ,2
answer_basic,Black  Plus,1
answer_certain,Black  Spot,1
answer_come,Black,1
answer_disconnected,White  Spot,1
answer_dont,White  Spot,1
answer_everything,Heather Gray Fabric ,2
answer_find,Black  Show,1
answer_find,White  Spot,1
answer_get,Configuration: Fire TV Stick,1
answer_give,White  Spot,1
answer_ha,Black  Show,1
answer_help,White  Plus,1
answer_instruction,Charcoal Fabric ,2
answer_like,Walnut Finish ,1
answer_many,Black  Plus,1
answer_need,Black  Plus,1
answer_play,White  Spot,1
answer_plus,Charcoal Fabric ,2
answer_question,Black  Plus,1
answer_question,Black  Show,1
answer_question,Black  Spot,1
answer_question,Sandstone Fabric ,2
answer_question,Walnut Finish ,1
answer_question,White,1
answer_question,White  Plus,2
answer_question,White  Show,1
answer_questionshands,White  Show,1
answer_questionsneed,Black  Spot,1
answer_quick,Sandstone Fabric ,2
answer_quick,White,1
answer_search,Black  Show,1
answer_sound,Charcoal Fabric ,2
answer_spur,White  Plus,1
answer_stupid,Black  Dot,2
answer_stupid,White,1
answer_think,Black  Spot,1
answer_variety,Black,1
answer_watch,Black  Spot,1
answered_right,White  Dot,2
answered_time,Black  Plus,1
answered_alexa ,White  Spot,1
answering_basic,Black  Dot,2
answering_question,Black  Plus,1
answering_question,Charcoal Fabric ,2
answering_question,White,1
answering_random,White  Spot,1
answering_time,White  Spot,1
ant_man,Black  Spot,1
anticipate_make,Charcoal Fabric ,2
anticipated_say,Black  Spot,1
anticipated_thing,Black  Dot,2
antitechnology_us,Black  Show,1
anybody_else,White  Plus,1
anybody_speaker,Black  Plus,1
anyhow_purchased,Black  Show,1
anylist_app,Black  Show,1
anymore_busy,Charcoal Fabric ,2
anymore_gaming,Black  Show,1
anymore_since,Charcoal Fabric ,2
anyone_cannot,White  Show,1
anyone_disposable,Black  Show,1
anyone_except,White  Plus,1
anyone_get,Configuration: Fire TV Stick,1
anyone_ha,Configuration: Fire TV Stick,1
anyone_interested,Black  Plus,1
